objectid,title,filename,format,creator,date,datecreated,description,subject,location,latitude,longitude,source,type,rights,creativecommons,citation,archivedpage
eugene_eugenepioneercemetery_1977,Eugene Pioneer Cemetary,eugene_eugenepioneercemetery_1977.jpg,image/jpeg,Unknown,1872,1872/1930; 1977,"National Register of Historic Places (Listed, 1997)",cemeteries;public (relating to property),"Eugene, Oregon",44.041447,-123.076002,"<a href=""https://oregondigital.org/concern/images/df67qr86n""target=""_blank"">Building Oregon - University of Oregon</a>",Image;StillImage,In Copyright,Creative Commons BY-NC-ND Attribution-NonCommercial-NoDerivs 4.0 International,"Eugene Pioneer Cemetery (Eugene, Oregon), Unknown. 1872/1930; 1977, University of Oregon, Eugene, Oregon. Oregon Digital, Building Oregon, https://oregondigital.org/concern/images/df67qr86n.",https://web.archive.org/web/20230518181941/https://oregondigital.org/concern/images/df67qr86n
eugene_firstcongregationalchurch_1925,Church,eugene_firstcongregationalchurch_1925.jpg,image/jpeg,"Drew, Earl M. and Walter Ross Baumes Willcox",1925,1925,"This image is included in Building Oregon: Architecture of Oregon and the Pacific Northwest, a digital collection which provides documentation about the architectural heritage of the Pacific Northwest.",art house cinemas;churches;private (relating to property),"Eugene, Oregon",44.045367,-123.085618,"<a href=""https://oregondigital.org/concern/images/df67kw28w?locale=en""target=""_blank"">Building Oregon - University of Oregon</a>",Image;StillImage,In Copyright - Educational Use Permitted,,"First Congregational Church (Eugene, Oregon), Walter Ross Baumes Willcox and Earl M. Drew. 1925, University of Oregon, Eugene, Oregon. Oregon Digital, Building Oregon, https://oregondigital.org/concern/images/df67kw28w?locale=en.",https://web.archive.org/web/20230518221749/https://oregondigital.org/concern/images/df67kw28w
florence_hecetaheadlighthouse_1957,Heceta Lighthouse,florence_hecetaheadlighthouse_1957.jpg,image/jpeg,Unknown,1957,1957,Heceta Head Lighthouse,lighthouses;hotels;historic houses;private (relating to property),"Florence, Oregon",44.137364,-124.128132,"<a href=""https://oregondigital.org/concern/images/df696g73m""target=""_blank"">Oregon Institute of Marine Biology Slides and Photographs - University of Oregon</a>",Image;StillImage,In Copyright,Creative Commons BY-NC-ND Attribution-NonCommercial-NoDerivs 4.0 International,"OIMB slide 5272, Unknown. 1957, University of Oregon, Eugene, Oregon. Oregon Digital, Oregon Institute of Marine Biology Slides and Photographs, https://oregondigital.org/concern/images/df696g73m.",https://web.archive.org/web/20230518181652/https://oregondigital.org/concern/images/df696g73m
seaside_tillamookrocklighthouse_1881,Tillamook Lighthouse,seaside_tillamookrocklighthouse_1881.jpg,image/jpeg,Unknown,1881,1881,"This work was listed on the National Register of Historic Places on December 9, 1981.",lighthouses;private (relating to property),"Seaside, Oregon",45.937236,-124.018868,"<a href=""https://oregondigital.org/concern/images/df67n2202?locale=en""target=""_blank"">Building Oregon - University of Oregon</a>",Image;StillImage,In Copyright - Educational Use Permitted,,"Tillamook Rock Lighthouse (Seaside, Oregon), Unknown. 1881, University of Oregon, Eugene, Oregon. Oregon Digital, Building Oregon, https://oregondigital.org/concern/images/df67n2202?locale=eU",https://web.archive.org/web/20230518183707/https://oregondigital.org/concern/images/df67n2202
terrebonne_crookedriverbridge_1880,Crooked River Bridge,terrebonne_crookedriverbridge_1880.jpg,image/jpeg,Angelus Studio,1880,1880/1949,Highway bridge crossing Crooked River and Gorge. Railroad bridge in distance.,bridges;highways;public (relating to property),"Terrebonne, Oregon",44.39259,-121.194007,"<a href=""https://oregondigital.org/concern/images/df7350921""target=""_blank"">Angelus Studio photographs, 1880s-1940s - University of Oregon</a>",Image;StillImage,In Copyright,Creative Commons BY-NC-ND Attribution-NonCommercial-NoDerivs 4.0 International,"PH037_b152_26886 Angelus Studio Photographs, Angelus Studio. 1880/1949, University of Oregon, Eugene, Oregon. Oregon Digital, Building Oregon, https://oregondigital.org/concern/images/df7350921",https://web.archive.org/web/20230518183506/https://oregondigital.org/concern/images/df7350921
